(69, 5)
(59, 6)
(69, 7)
(69, 8)
(80, 10)
(81, 12)
(50, 63)
(50, 64)
(50, 65)
(50, 66)
(50, 67)
(50, 68)
(74, 69)
(50, 70)
(50, 71)
(50, 72)
(74, 73)
(74, 74)
(74, 75)
(74, 76)
(74, 77)
(74, 78)
(74, 79)
(55, 81)
(56, 82)
(55, 83)
(74, 86)
(50, 90)
(60, 93)
(72, 97)
(48, 98)
(48, 100)
(48, 101)
(72, 102)
(72, 103)
(72, 104)
(72, 105)
(72, 106)
(72, 107)
(73, 108)
(73, 109)
(73, 110)
